book,chapter,verse,content_mismatch_summary,issue_count,order_differs_from_greek_syntax_informational_only,tr_scrivener_sequence,db_sequence,content_mismatch_detail
Rev,3,18,extra_word,1,yes,"συμβουλεύω σοι ἀγοράσαι παρ᾽ ἐμοῦ χρυσίον πεπυρωμένον ἐκ πυρὸς ἵνα πλουτήσῃς, καὶ ἱμάτια λευκὰ ἵνα περιβάλῃ, καὶ μὴ φανερωθῇ ἡ αἰσχύνη τῆς γυμνότητός σου, καὶ κολλούριον τοὺς ὀφθαλμούς σου ἵνα βλέπῃς.",συμβουλευω σοι αγορασαι παρ εμου χρυσιον πεπυρωμενον εκ πυρος ινα πλουτησης και λευκα ιματια ινα περιβαλη και αισχυνη ὁ σου ὁ γυμνοτητος μη φανερωθη και εγχρισον σου ὁ οφθαλμους κολλουριον ινα βλεπης,"EXTRA: DB has 'εγχρισον' (G1472), no TR counterpart anywhere in verse"
Rev,4,3,strongs_mismatch,1,yes,καὶ ὁ καθήμενος ἦν ὅμοιος ὁράσει λίθῳ ἰάσπιδι καὶ σαρδίῳ καὶ ἶρις κυκλόθεν τοῦ θρόνου ὅμοιος ὁράσει σμαραγδίνων,και ο καθημενος ην ορασει ομοιος ιασπιδι και σαρδινω λιθω και ιρις κυκλοθεν ὁ θρονου ορασει ομοιος σμαραγδινω,"STRONGS MISMATCH: word text matches ('σαρδίῳ'); expected Strong's (TR/TAGNT G4556, cross-walked to this DB's lexeme numbering: G4556) vs DB actual 'σαρδινω'=G4555"
Rev,4,8,mixed_content,2,yes,"καὶ τέσσαρα ζῷα, ἓν καθ᾽ ἑαυτὸ ἀνὰ πτέρυγας ἕξ κυκλόθεν καὶ ἔσωθεν γέμοντα ὀφθαλμῶν καὶ ἀνάπαυσιν οὐκ ἔχουσιν ἡμέρας καὶ νυκτὸς λέγοντα ἅγιος ἅγιος ἅγιος κύριος ὁ θεὸς ὁ παντοκράτωρ, ὁ ἦν καὶ ὁ ὢν καὶ ὁ ἐρχόμενος.",και τεσσαρα ζωα ειχον ανα εν καθ εαυτο εξ πτερυγας κυκλοθεν και γεμοντα οφθαλμων εσωθεν και ἀνάπαυσις εχουσιν ουκ ημερας και νυκτος λεγοντα αγιος αγιος αγιος κυριος ὁ θεος ὁ παντοκρατωρ ο ην και ὁ ων και ὁ ερχομενος,"DIFFERENT FORM: same Strong's G0372, TR 'ἀνάπαυσιν' vs DB 'ἀνάπαυσις' | EXTRA: DB has 'ειχον' (G2192), no TR counterpart anywhere in verse"
Rev,4,10,word_substitution,1,yes,πεσοῦνται οἱ εἴκοσι καὶ τέσσαρες πρεσβύτεροι ἐνώπιον τοῦ καθημένου ἐπὶ τοῦ θρόνου καὶ προσκυνοῦσιν τῷ ζῶντι εἰς τοὺς αἰῶνας τῶν αἰώνων καὶ βάλλουσιν τοὺς στεφάνους αὐτῶν ἐνώπιον τοῦ θρόνου λέγοντες·,τεσσαρες και εικοσι πρεσβυτεροι πεσουνται ενωπιον του καθημενου επι ὁ θρονου και προσκυνουσιν τω ζωντι εις ὁ αιωνας ὁ αιωνων και βαλλουσιν αυτων ὁ στεφανους ενωπιον ὁ θρονου λεγοντες οι,"DIFFERENT FORM: same Strong's G3588, TR 'τοῦ' vs DB 'οι'"
Rev,5,5,strongs_mismatch,1,yes,"καὶ εἷς ἐκ τῶν πρεσβυτέρων λέγει μοι· μὴ κλαῖε. ἰδοὺ ἐνίκησεν ὁ λέων ὁ ὢν ἐκ τῆς φυλῆς Ἰούδα, ἡ ῥίζα Δαυίδ, ἀνοῖξαι τὸ βιβλίον καὶ λῦσαι τὰς ἑπτὰ σφραγῖδας αὐτοῦ.",και εις εκ πρεσβυτερων λεγει μοι κλαιε μη ιδου ὁ λεων ὁ ων εκ ὁ φυλης ιουδα ὁ ριζα δαβιδ ενικησεν ανοιξαι ὁ βιβλιον και λυσαι ὁ επτα ὁ σφραγιδας αυτου,"STRONGS MISMATCH: word text matches ('Ἰούδα,'); expected Strong's (TR/TAGNT G2455, cross-walked to this DB's lexeme numbering: G2455) vs DB actual 'ιουδα'=G2448"
Rev,5,8,mixed_content,3,yes,"καὶ ὅτε ἔλαβεν τὸ βιβλίον, τὰ τέσσαρα ζῷα καὶ οἱ εἴκοσι τέσσαρες πρεσβύτεροι ἔπεσαν ἐνώπιον τοῦ ἀρνίου ἔχοντες ἕκαστος κιθάρας καὶ φιάλας χρυσᾶς γεμούσας θυμιαμάτων αἵ εἰσιν αἱ προσευχαὶ τῶν ἁγίων.",και οτε ελαβεν βιβλιον ὁ τεσσαρα ὁ ζωα και εικοσιτεσσαρες εικοσιτεσσαρες ὁ πρεσβυτεροι επεσον ενωπιον ὁ αρνιου εχοντες εκαστος κιθαρας και χρυσας φιαλας γεμουσας θυμιαματων αι εισιν ὁ προσευχαι ὁ αγιων,"DIFFERENT FORM: same Strong's G1501, TR 'εἴκοσι' vs DB 'εικοσιτεσσαρες' | MISSING: TR has 'τέσσαρες' (G5064), no match anywhere in DB verse | EXTRA: DB has 'εικοσιτεσσαρες' (G1501), no TR counterpart anywhere in verse"
Rev,5,10,mixed_content,2,yes,"καὶ ἐποίησας ἡμᾶς τῷ θεῷ ἡμῶν βασιλεῖς καὶ ἱερεῖς, καὶ ἐπὶ τῆς γῆς.¶",και εποιησας ημας ημων ὁ θεω βασιλεις και ιερεις και βασιλευσομεν επι ὁ γης,"STRONGS MISMATCH: word text matches ('ἡμᾶς'); expected Strong's (TR/TAGNT G2248, cross-walked to this DB's lexeme numbering: G0846/G2248) vs DB actual 'ημας'=G1473 | EXTRA: DB has 'βασιλευσομεν' (G0936), no TR counterpart anywhere in verse"
Rev,5,11,extra_word,5,yes,Καὶ εἶδον καὶ ἤκουσα φωνὴν ἀγγέλων πολλῶν κύκλοθεν τοῦ θρόνου καὶ τῶν ζῴων καὶ τῶν πρεσβυτέρων. καὶ χιλιάδες χιλιάδων,ειδον και ηκουσα φωνην πολλων αγγελων κυκλοθεν θρονου και ὁ ζωων και ὁ πρεσβυτερων και ὁ αριθμος αυτων ην μυριαδες μυριαδων και χιλιαδες χιλιαδων,"EXTRA: DB has 'αριθμος' (G0706), no TR counterpart anywhere in verse | EXTRA: DB has 'αυτων' (G0846), no TR counterpart anywhere in verse | EXTRA: DB has 'ην' (G1510), no TR counterpart anywhere in verse | EXTRA: DB has 'μυριαδες' (G3461), no TR counterpart anywhere in verse | EXTRA: DB has 'μυριαδων' (G3461), no TR counterpart anywhere in verse"
Rev,6,11,extra_word,1,yes,"καὶ ἐδόθησαν ἑκάστοις στολαὶ λευκαὶ καὶ ἐρρέθη αὐτοῖς ἵνα ἀναπαύσωνται ἔτι χρόνον μικρὸν ἕως οὗ καὶ οἱ σύνδουλοι αὐτῶν καὶ οἱ ἀδελφοὶ αὐτῶν, οἱ μέλλοντες ἀποκτέννεσθαι ὡς καὶ αὐτοί.¶",και λευκαι στολαι εδοθησαν εκαστοις και ερρεθη αυτοις ινα αναπαυσωνται ετι μικρον χρονον εως ου αυτων ὁ συνδουλοι και και αυτων ὁ αδελφοι ὁ μελλοντες αποκτεινεσθαι ως και αυτοι πληρωσονται,"EXTRA: DB has 'πληρωσονται' (G4137), no TR counterpart anywhere in verse"
Rev,6,14,strongs_mismatch,1,yes,"καὶ οὐρανὸς ἀπεχωρίσθη ὡς βιβλίον ἑλισσόμενον, καὶ πᾶν ὄρος καὶ νῆσος ἐκ τῶν τόπων αὐτῶν ἐκινήθησαν,",και ουρανος απεχωρισθη ως βιβλιον ειλισσομενον και παν ορος και νησος εκινηθησαν εκ αυτων ὁ τοπων,"STRONGS MISMATCH: word text matches ('ἑλισσόμενον,'); expected Strong's (TR/TAGNT G1667, cross-walked to this DB's lexeme numbering: G1667) vs DB actual 'ειλισσομενον'=G1507"
Rev,6,15,mixed_content,2,yes,καὶ οἱ βασιλεῖς τῆς γῆς καὶ οἱ μεγιστᾶνες καὶ οἱ χιλίαρχοι καὶ οἱ πλούσιοι καὶ δυνατοί καὶ πᾶς δοῦλος καὶ πᾶς ἐλεύθερος ἔκρυψαν ἑαυτοὺς εἰς τὰ σπήλαια καὶ εἰς τὰς πέτρας τῶν ὀρέων,και ὁ βασιλεις ὁ γης και μεγιστανες οι και πλουσιοι και ὁ χιλιαρχοι και δυνατοι και πας δουλος και πας ελευθερος εκρυψαν εαυτους εις ὁ σπηλαια και εις πετρας ὁ ορεων οι οι τας,"DIFFERENT FORM: same Strong's G3588, TR 'τῶν' vs DB 'οι' | EXTRA: DB has 'οι' (G3588), no TR counterpart anywhere in verse"
Rev,7,4,mixed_content,6,yes,Καὶ ἤκουσα τὸν ἀριθμὸν τῶν ἐσφραγισμένων· τεσσεράκοντα ρμδ χιλιάδες ἐσφραγισμένοι ἐκ πάσης φυλῆς υἱῶν Ἰσραήλ·,και ηκουσα ὁ αριθμον ὁ εσφραγισμενων εσφραγισμενοι ἑκατόν τεσσαράκοντα ρμδ ἑκατόν τεσσαράκοντα ἑκατόν τεσσαράκοντα χιλιαδες εκ πασης φυλης υιων ισραηλ,"DIFFERENT FORM: same Strong's G5062, TR 'τεσσεράκοντα' vs DB 'τεσσαράκοντα' | EXTRA: DB has 'ἑκατόν' (G1540), no TR counterpart anywhere in verse | EXTRA: DB has 'ἑκατόν' (G1540), no TR counterpart anywhere in verse | EXTRA: DB has 'τεσσαράκοντα' (G5062), no TR counterpart anywhere in verse | EXTRA: DB has 'ἑκατόν' (G1540), no TR counterpart anywhere in verse | EXTRA: DB has 'τεσσαράκοντα' (G5062), no TR counterpart anywhere in verse"
Rev,7,5,strongs_mismatch,1,yes,ἐκ φυλῆς Ἰούδα ιβ χιλιάδες ἐσφραγισμένοι· ἐκ φυλῆς Ῥουβὴν ιβ χιλιάδες ἐσφραγισμένοι· ἐκ φυλῆς Γὰδ ιβ χιλιάδες ἐσφραγισμένοι·,εκ φυλης ιουδα εσφραγισμενοι ιβ χιλιαδες εκ φυλης ρουβην εσφραγισμενοι ιβ χιλιαδες εκ φυλης γαδ εσφραγισμενοι ιβ χιλιαδες,"STRONGS MISMATCH: word text matches ('Ἰούδα'); expected Strong's (TR/TAGNT G2455, cross-walked to this DB's lexeme numbering: G2455) vs DB actual 'ιουδα'=G2448"
Rev,7,10,extra_word,1,yes,καὶ κράζοντες φωνῇ μεγάλῃ λέγοντες· ἡ σωτηρία ἡμῶν τῷ καθημένῳ ἐπὶ τοῦ θρόνου καὶ τῷ ἀρνίῳ.,και κραζοντες μεγαλη φωνη λεγοντες σωτηρια ημων ὁ θεω ὁ καθημενω επι ὁ θρονου και ὁ αρνιω,"EXTRA: DB has 'θεω' (G2316), no TR counterpart anywhere in verse"
Rev,7,13,word_substitution,1,yes,"Καὶ ἀπεκρίθη εἷς ἐκ τῶν πρεσβυτέρων λέγων μοι· οὗτοι οἱ περιβεβλημένοι τὰς στολὰς τὰς λευκάς, τίνες εἰσὶν καὶ πόθεν ἦλθον;",και εις εκ πρεσβυτερων απεκριθη λεγων μοι ουτοι τινες εισιν περιβεβλημενοι λευκας ὁ στολας και ηλθον ποθεν των οι τας,"DIFFERENT FORM: same Strong's G3588, TR 'τὰς' vs DB 'οι'"
Rev,7,14,mixed_content,2,yes,καὶ εἴρηκα αὐτῷ· κύριέ σὺ οἶδας. καὶ εἶπέν μοι· οὗτοί εἰσιν οἱ ἐρχόμενοι ἐκ τῆς θλίψεως τῆς μεγάλης καὶ ἔπλυναν τὰς στολὰς αὐτῶν καὶ ἐλεύκαναν στολὰς αὐτῶν ἐν τῷ αἵματι τοῦ ἀρνίου.,και ειρηκα αυτω κυριε συ οιδας και ειπεν μοι ουτοι εισιν ὁ ερχομενοι εκ ὁ μεγαλης ὁ θλιψεως και επλυναν αυτων ὁ στολας και αυτας ελευκαναν εν ὁ αιματι ὁ αρνιου,"DIFFERENT FORM: same Strong's G0846, TR 'αὐτῶν' vs DB 'αυτας' | MISSING: TR has 'στολὰς' (G4749), no match anywhere in DB verse"
Rev,9,14,mixed_content,2,yes,λέγουσαν τῷ ἕκτῳ ἀγγέλῳ ὅς εἴχε τὴν σάλπιγγα· λῦσον τοὺς τέσσαρας ἀγγέλους τοὺς δεδεμένους ἐπὶ τῷ ποταμῷ τῷ μεγάλῳ Εὐφράτῃ.,λεγουσαν ὁ εκτω αγγελω ος ειχε ὁ σαλπιγγα λυσον ὁ τεσσαρας αγγελους τους δεδεμενους επι ὁ μεγαλω ὁ ποταμω ευφρατη,"MISSING: TR has 'τῷ' (G3588), no match anywhere in DB verse | EXTRA: DB has 'ος' (G3739), no TR counterpart anywhere in verse"
Rev,9,16,extra_word,2,yes,καὶ ὁ ἀριθμὸς στρατευμάτων τοῦ ἱππικοῦ μυριάδων· καὶ ἤκουσα τὸν ἀριθμὸν αὐτῶν.¶,και ὁ αριθμος στρατευματων ὁ ιππικου δυο μυριαδες μυριαδων και ηκουσα ὁ αριθμον αυτων,"EXTRA: DB has 'δυο' (G1417), no TR counterpart anywhere in verse | EXTRA: DB has 'μυριαδες' (G3461), no TR counterpart anywhere in verse"
Rev,9,19,mixed_content,3,yes,αἱ γὰρ ἐξουσίαι αὐτῶν ἐν τῷ στόματι αὐτῶν εἰσιν αἱ γὰρ οὐραὶ αὐτῶν ὅμοιαι ὄφεσιν ἔχουσαι κεφαλὰς καὶ ἐν αὐταῖς ἀδικοῦσιν.,γαρ ὁ εξουσια εστιν αυτων ὁ στοματι εν αυτων ὁ ουραις γαρ αυτων ὁ ουραι ομοιαι οφεσιν εχουσαι κεφαλας και εν αυταις αδικουσιν,"DIFFERENT FORM: same Strong's G1510, TR 'εἰσιν' vs DB 'εστιν' | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse | EXTRA: DB has 'ουραι' (G3769), no TR counterpart anywhere in verse"
Rev,9,20,extra_word,1,yes,"καὶ οἱ λοιποὶ τῶν ἀνθρώπων, οἳ οὐκ ἀπεκτάνθησαν ἐν ταῖς πληγαῖς ταύταις, μετενόησαν ἐκ τῶν ἔργων τῶν χειρῶν αὐτῶν, ἵνα μὴ προσκυνήσωσιν τὰ δαιμόνια καὶ εἴδωλα τὰ χρυσᾶ καὶ τὰ ἀργυρᾶ καὶ τὰ χαλκᾶ καὶ τὰ λίθινα καὶ τὰ ξύλινα, ἃ οὔτε βλέπειν δύναται οὔτε ἀκούειν οὔτε περιπατεῖν,",και ὁ λοιποι ὁ ανθρωπων οι ουκ απεκτανθησαν εν ταυταις ὁ πληγαις μετενοησαν ου εκ ὁ εργων αυτων ὁ χειρων ινα μη προσκυνησωσιν ὁ δαιμονια και ειδωλα ὁ χρυσα και ὁ αργυρα και ὁ χαλκα και ὁ λιθινα και ὁ ξυλινα α ουτε δυναται βλεπειν ουτε ακουειν ουτε περιπατειν,"EXTRA: DB has 'ου' (G3756), no TR counterpart anywhere in verse"
Rev,10,4,strongs_mismatch,1,yes,"καὶ ὅτε ἐλάλησαν αἱ ἑπτὰ βρονταί, τὰς φωνὰς ἑαυτῶν ἤμελλον γράφειν. καὶ ἤκουσα φωνὴν ἐκ τοῦ οὐρανοῦ λέγουσαν μοι, σφράγισον ἃ ἐλάλησαν αἱ ἑπτὰ βρονταί, καὶ μὴ ταὐτὰ γράψῃς.",αι αι και οτε επτα βρονται ελαλησαν εαυτων ὁ φωνας εμελλον γραφειν και ηκουσα φωνην εκ ὁ ουρανου λεγουσαν μοι σφραγισον α επτα βρονται ελαλησαν και γραψης ταυτα μη,"STRONGS MISMATCH: word text matches ('ταὐτὰ'); expected Strong's (TR/TAGNT G5023, cross-walked to this DB's lexeme numbering: G0846/G5023) vs DB actual 'ταυτα'=G3778"
